"locality","species_richness","gbif_records","latitude","longitude"
"Unnamed Road, Valle del Cauca, CO (4.875, -76.079)","1","1","4.875414","-76.07906"
"Unnamed Road, Valle del Cauca, CO (4.879, -76.104)","1","1","4.879277","-76.10387"
"Upper Río Pance","1","1","3.331162","-76.64903"
"(3.5347,-76.7535)","1","1","3.534658","-76.75353"
"Calle 9C 49-100–49-2, Cali CO-Valle Del Cauca (3.4118,-76.5396)","1","1","3.411795","-76.53956"
"Calle 8, Yumbo","1","1","3.578004","-76.494026"
"(3.534, -76.61)","1","1","3.53366","-76.610054"
"(3.5300,-76.7485)","1","1","3.530029","-76.748505"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55955, -76.29026","1","1","3.559549","-76.29026"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55948, -76.29017","1","1","3.559477","-76.29017"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55947, -76.29022","1","1","3.559474","-76.290215"
"Valle del Cauca, CO (3,258, -76,654)","1","1","3.257925","-76.654175"
"Valle del Cauca, CO (3,338, -76,613)","1","1","3.338323","-76.613"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55946, -76.29010","1","1","3.559461","-76.2901"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55942, -76.28975","1","1","3.559418","-76.28975"
"Valle del Cauca, CO (3,389, -76,585)","1","1","3.389426","-76.58549"
"Valle del Cauca, CO (3,423, -76,62)","1","1","3.423083","-76.61976"
"Valle del Cauca, CO (3,427, -76,654)","1","1","3.426566","-76.65401"
"Valle del Cauca, CO (3,443, -76,187)","1","1","3.442942","-76.18662"
"(3.5279,-76.7155)","1","1","3.527897","-76.715454"
"Valle del Cauca, CO (3,449, -76,662) La Teresita","1","1","3.448722","-76.662476"
"Valle del Cauca, CO (3,451, -76,644)","1","1","3.451307","-76.643524"
"Valle del Cauca, CO (3,452, -76,644)","1","1","3.452425","-76.64359"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55937, -76.29011","1","1","3.559369","-76.29011"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55932, -76.29015","1","1","3.559319","-76.29015"
"Valle del Cauca, CO (3,472, -76,203)","1","1","3.471944","-76.20331"
"Valle del Cauca, CO (3,483, -76,494)","1","1","3.483033","-76.49426"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55931, -76.29019","1","1","3.559311","-76.29019"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55928, -76.29016","1","1","3.559284","-76.29017"
"Valle del Cauca, CO (3,539, -76,369)","1","1","3.538594","-76.36856"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55924, -76.29016","1","1","3.559237","-76.29016"
"Valle del Cauca, CO (3,543, -76,63)","1","1","3.543138","-76.6302"
"Valle del Cauca, CO (3,574, -77,23)","1","1","3.574401","-77.230484"
"Valle del Cauca, CO (3,575, -76,595)","1","1","3.575165","-76.595245"
"Valle del Cauca, CO (3,598, -76,559)","1","1","3.597927","-76.559204"
"Valle del Cauca, CO (3,609, -76,894)","1","1","3.609495","-76.89411"
"Valle del Cauca, CO (3,623, -76,604)","1","1","3.622748","-76.603645"
"Valle del Cauca, CO (3,623, -76,931)","1","1","3.623254","-76.93116"
"Valle del Cauca, CO (3,626, -76,593)","1","1","3.625713","-76.592674"
"Valle del Cauca, CO (3,629, -76,591)","1","1","3.628681","-76.59143"
"Valle del Cauca, CO (3,633, -76,479)","1","1","3.633447","-76.4786"
"Valle del Cauca, CO (3,636, -76,587)","1","1","3.635966","-76.58736"
"Valle del Cauca, CO (3,642, -76,943)","1","1","3.642149","-76.94277"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55923, -76.29018","1","1","3.559235","-76.29018"
"Valle del Cauca, CO (3,716, -76,187)","1","1","3.715643","-76.18729"
"Valle del Cauca, CO (3,734, -76,488)","1","1","3.73376","-76.48761"
"Valle del Cauca, CO (3,797, -76,976) Sendero Potedo Doña Olga","1","1","3.797292","-76.9765"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55923, -76.29012","1","1","3.559232","-76.29012"
"Valle del Cauca, CO (3,871, -76,562)","1","1","3.870733","-76.56162"
"Avenida Los Cerros Vía La Voragine, La Voragine, Valle del Cauca, CO (3.341, -76.595)","1","1","3.341378","-76.59479"
"(3.5208,-76.6185)","1","1","3.520788","-76.61851"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55922, -76.29013","1","1","3.55922","-76.29013"
"Calle 73 28-1–28-99, Palmira CO-Valle Del Cauca 3.55922, -76.29010","1","1","3.559224","-76.2901"
"Valle del Cauca, CO (3,932, -77,354)","1","1","3.9324","-77.35356"
"Calle 72 28-2, Palmira CO-Valle Del Cauca 3.55918, -76.29020","1","1","3.55918","-76.2902"
"Valle del Cauca, CO (3,936, -77,365)","1","1","3.936173","-77.36453"
"Valle del Cauca, CO (3,939, -77,364)","1","1","3.939402","-77.36385"
"Valle del Cauca, CO (3,966, -77,379)","1","1","3.96648","-77.37901"
"Valle del Cauca, CO (3,985, -77,216)","1","1","3.985133","-77.21568"
"Calle 72 28-2, Palmira CO-Valle Del Cauca 3.55896, -76.29027","1","1","3.558956","-76.29027"
"Valle del Cauca, CO (3.113, -76.565)","1","1","3.113014","-76.56473"
"Valle del Cauca, CO (3.116, -76.612)","1","1","3.116434","-76.61166"
"Valle del Cauca, CO (3.269, -76.527)","1","1","3.26919","-76.52728"
"Valle del Cauca, CO (3.296, -76.603)","1","1","3.295638","-76.60336"
"Valle del Cauca, CO (3.298, -76.602)","1","1","3.29794","-76.60155"
"Valle del Cauca, CO (3.304, -76.598)","1","1","3.303826","-76.59829"
"Valle del Cauca, CO (3.306, -76.593)","1","1","3.305883","-76.59336"
"Valle del Cauca, CO (3.306, -76.597)","1","1","3.306031","-76.59674"
"Valle del Cauca, CO (3.308, -76.587)","1","1","3.308041","-76.58688"
"Valle del Cauca, CO (3.308, -76.603)","1","1","3.307563","-76.60264"
"Valle del Cauca, CO (3.315, -76.642)","1","1","3.315135","-76.641975"
"Valle del Cauca, CO (3.316, -76.642)","1","1","3.315993","-76.6419"
"Valle del Cauca, CO (3.328, -76.658)","1","1","3.328001","-76.65767"
"(3.5042,-76.6192)","1","1","3.504168","-76.619194"
"Valle del Cauca, CO (3.362, -76.621)","1","1","3.362212","-76.62056"
"Valle del Cauca, CO (3.368, -76.554)","1","1","3.367524","-76.55407"
"Calle 55 13-100–13-2, Cali CO-Valle Del Cauca 3.44487, -76.49732","1","1","3.444867","-76.497314"
"Avenida del Bosque, Valle del Cauca, CO (3,255, -76,589)","1","1","3.255363","-76.58852"
"Valle del Cauca, CO (3.393, -76.612)","1","1","3.392807","-76.61205"
"Valle del Cauca, CO (3.397, -76.613)","1","1","3.396825","-76.613495"
"Valle del Cauca, CO (3.404, -76.61)","1","1","3.404373","-76.61035"
"Valle del Cauca, CO (3.407, -76.613)","1","1","3.407403","-76.612526"
"Calle 55 13-100–13-2, Cali CO-Valle Del Cauca 3.44484, -76.49743","1","1","3.444844","-76.49743"
"Calle 55 13-100–13-2, Cali CO-Valle Del Cauca 3.44476, -76.49740","1","1","3.44476","-76.4974"
"Valle del Cauca, CO (3.425, -76.654)","1","1","3.425059","-76.654015"
"Valle del Cauca, CO (3.428, -76.277)","1","1","3.427792","-76.2773"
"Valle del Cauca, CO (3.428, -76.616)","1","1","3.428286","-76.61592"
"Valle del Cauca, CO (3.434, -76.669)","1","1","3.433667","-76.66904"
"Valle del Cauca, CO (3.445, -76.661)","1","1","3.444552","-76.66137"
"Calle 50 83B1-1–83B1-99, Cali CO-Valle Del Cauca 3.38438, -76.51415","1","1","3.384383","-76.514145"
"Calle 5 5-82, Alcalá CO-Quindío 4.67429, -75.77991","1","1","4.674288","-75.779915"
"Calle 45N 4-100–4-2, Cali CO-Valle Del Cauca (3.4820,-76.5220)","1","1","3.481955","-76.52201"
"Calle 4 norte con avenida 1 norte","1","1","3.451296","-76.53881"
"Calle 3 Oeste, Cali, Valle del Cauca, CO (3.409, -76.556)","1","1","3.408778","-76.55632"
"Valle del Cauca, CO (3.531, -76.171)","1","1","3.53105","-76.170876"
"Valle del Cauca, CO (3.534, -76.45)","1","1","3.534445","-76.449585"
"Calle 23, Valle del Cauca, CO (4.537, -76.092)","1","1","4.537382","-76.0918"
"Valle del Cauca, CO (3.538, -76.183)","1","1","3.537649","-76.18256"
"Valle del Cauca, CO (3.549, -76.564)","1","1","3.54881","-76.5636"
"Valle del Cauca, CO (3.551, -76.117)","1","1","3.551287","-76.11722"
"Valle del Cauca, CO (3.554, -76.196)","1","1","3.554435","-76.19646"
"Valle del Cauca, CO (3.555, -76.083)","1","1","3.555453","-76.08349"
"Valle del Cauca, CO (3.558, -76.091)- Via La Nevera","1","1","3.558055","-76.090775"
"Calle 22a 121-2–121-40, Cali CO-Valle del Cauca 3.34615, -76.52793","1","1","3.346151","-76.52793"
"(3.472, -76.203)","1","1","3.471867","-76.20318"
"Valle del Cauca, CO (3.57, -76.673)","1","1","3.5697","-76.67341"
"Valle del Cauca, CO (3.577, -76.087)","1","1","3.57745","-76.08737"
"Valle del Cauca, CO (3.58, -76.091)","1","1","3.580404","-76.09108"
"Valle del Cauca, CO (3.58, -76.865)","1","1","3.580012","-76.86487"
"Valle del Cauca, CO (3.587, -76.091)","1","1","3.587494","-76.09129"
"Valle del Cauca, CO (3.589, -76.824)","1","1","3.588875","-76.824455"
"Calle 2 54-2–54-84, Cali CO-Valle Del Cauca 3.41213, -76.55374","1","1","3.412134","-76.55374"
"Valle del Cauca, CO (3.593, -76.091)","1","1","3.592567","-76.09137"
"Calle 2 54-2–54-84, Cali CO-Valle Del Cauca 3.41212, -76.55368","1","1","3.412124","-76.55369"
"Calle 2 54-2–54-84, Cali CO-Valle Del Cauca 3.41210, -76.55380","1","1","3.412103","-76.5538"
"Valle del Cauca, CO (3.594, -76.842)","1","1","3.594245","-76.84181"
"Valle del Cauca, CO (3.597, -76.086)","1","1","3.597492","-76.08557"
"Valle del Cauca, CO (3.597, -76.198)","1","1","3.596674","-76.197525"
"zanjón del burro ciudad jardín","1","1","3.330671","-76.53802"
"Valle del Cauca, CO (3.6, -76.856)","1","1","3.600362","-76.8559"
"Calle 2 54-2–54-84, Cali CO-Valle Del Cauca 3.41209, -76.55376","1","1","3.412089","-76.55376"
"Valle del Cauca, CO (3.601, -76.859)","1","1","3.60114","-76.858604"
"Valle del Cauca, CO (3.609, -76.894)","1","1","3.609433","-76.89406"
"Calle 2 54-2–54-84, Cali CO-Valle Del Cauca 3.41209, -76.55367","1","1","3.412086","-76.553665"
"Calle 2 54-2–54-84, Cali CO-Valle Del Cauca 3.41208, -76.55379","1","1","3.412082","-76.55379"
"Valle del Cauca, CO (3.619, -76.904)","1","1","3.618765","-76.90389"
"Valle del Cauca, CO (3.623, -76.929)","1","1","3.622921","-76.92878"
"Calle 2 54-2–54-84, Cali CO-Valle Del Cauca 3.41201, -76.55375","1","1","3.412006","-76.55375"
"Calle 16 Norte 9-124–9-2, Cali CO-Valle Del Cauca 3.46093, -76.53357","1","1","3.460933","-76.53357"
"Valle del Cauca, CO (3.625, -76.311)","1","1","3.624511","-76.311386"
"Calle 14B 49-100–49-2, Cali CO-Valle Del Cauca 3.40767, -76.52919","1","1","3.40767","-76.5292"
"Calle 14 64A-2–64A-70, Cali CO-Valle Del Cauca 3.40160, -76.53236","1","1","3.401597","-76.532364"
"Valle del Cauca, CO (3.627, -76.223)","1","1","3.626888","-76.22324"
"(3.45, -76.548)","1","1","3.450458","-76.548225"
"(3.4474,-76.5411)","1","1","3.447388","-76.54112"
"Valle del Cauca, CO (3.63, -76.232)","1","1","3.62964","-76.232315"
"Valle del Cauca, CO (3.63, -76.834)","1","1","3.62959","-76.83444"
"Valle del Cauca, CO (3.634, -76.148)","1","1","3.63414","-76.14812"
"Valle del Cauca, CO (3.637, -76.587)","1","1","3.636556","-76.586586"
"Valle del Cauca, CO (3.7, -76.085)","1","1","3.700174","-76.08531"
"Valle del Cauca, CO (3.732, -76.08)","1","1","3.732144","-76.08014"
"Valle del Cauca, CO (3.827, -76.027)","1","1","3.827261","-76.026634"
"Valle del Cauca, CO (3.838, -76.898)","1","1","3.838496","-76.89837"
"Valle del Cauca, CO (3.838, -76.971) Río Danubio O Río Dagua","1","1","3.837687","-76.97072"
"Valle del Cauca, CO (3.864, -76.36)","1","1","3.864358","-76.360466"
"Calle 1 Sur 14-100–14-2, Buga CO-Valle Del Cauca 3.89423, -76.30433","1","1","3.894231","-76.30434"
"Valle del Cauca, CO (3.88, -76.347)","1","1","3.879869","-76.34688"
"Calima, I-40","1","1","3.89472","-76.52789"
"Valle del Cauca, CO (3.898, -76.023)","1","1","3.898241","-76.02338"
"Calima, Darien - Valle del Cauca, CO","1","1","3.925666","-76.48943"
"Valle del Cauca, CO (3.929, -77.352)","1","1","3.929391","-77.35226"
"Valle del Cauca, CO (3.935, -77.347)","1","1","3.935047","-77.34748"
"Valle del Cauca, CO (3.939, -77.364)","1","1","3.939096","-77.3639"
"Valle del Cauca, CO (3.944, -77.365)","1","1","3.944329","-77.36518"
"Valle del Cauca, CO (3.949, -77.37)","1","1","3.94904","-77.3695"
"Avenida 9 Norte, Cali CO-Valle Del Cauca 3.45607, -76.53690","1","1","3.456066","-76.5369"
"Calidris (3,4382,-76,5393)","1","1","3.438236","-76.53932"
"Valle del Cauca, CO (4,354, -75,991)","1","1","4.354211","-75.99085"
"Valle del Cauca, CO (4,62, -76,28)","1","1","4.619681","-76.27996"
"Valle del Cauca, CO (4,792, -75,924)","1","1","4.791649","-75.92372"
"Cali, Valle del Cauca, CO (3.48, -76.518)","1","1","3.480166","-76.51756"
"Cali, Valle del Cauca, CO (3.459, -76.553)","1","1","3.459121","-76.55317"
"Cali, Valle del Cauca, CO (3.412, -76.56)","1","1","3.411593","-76.55997"
"Cali, Valle del Cauca, CO (3.384, -76.573)","1","1","3.383948","-76.572754"
"Valle del Cauca, CO (4.594, -76.178)","1","1","4.593919","-76.177505"
"Valle del Cauca, CO (4.742, -76.296)","1","1","4.742444","-76.29567"
"Cali, Valle del Cauca, CO (3.377, -76.541)","1","1","3.377006","-76.54124"
"Cali, Valle del Cauca, CO (3.371, -76.532)","1","1","3.371041","-76.531975"
"Cali, Valle del Cauca, CO (3,393, -76,511)","1","1","3.392955","-76.51089"
"Valle del Cauca, El Dovio, Las Vueltas CO (4.563, -76.232)","1","1","4.563355","-76.23217"
"Cali, Valle del Cauca, CO (3,312, -76,525)","1","1","3.311999","-76.52501"
"Valle del lily","1","1","3.388507","-76.5178"
"Valle Grande #23-77 Calle 82, Cali, Valle del Cauca, CO (3,437, -76,472)","1","1","3.43666","-76.47164"
"Cali, Parque de los gatos","1","1","3.45148","-76.544304"
"Cali, nearby","1","1","3.45","-76.51667"
"Vda. Novillera - Ginebra","1","1","3.699778","-76.214806"
"Cali environs","1","1","3.450912","-76.52728"
"Cali Colombia","1","1","3.4516","-76.5319"
"Cali Assembly Hall, Colombia","1","1","3.537456","-76.39867"
"(3.306, -76.598)","1","1","3.305688","-76.59842"
"Zarzal, Valle del Cauca, CO (4.372, -76.015)","1","1","4.372432","-76.01539"
"(3.114, -76.616)","1","1","3.113996","-76.61596"
"(3,8804,-76,3476) laguna sonso - Cali","1","1","3.88041","-76.34758"
"""Valle, Mpio. de Argelia, """"las Brizas""""""","1","1","4.78023","-76.1512"
"Vereda Alto de los Mangos, finca la Cabaña","1","1","3.378369","-76.616327"
"Vereda Barcelona Baja, Finca Calamar, Punto de censo 10","1","1","4.780833","-75.943056"
"Vereda Barcelona Baja, Finca Calamar, Punto de censo 11","1","1","4.781944","-75.954722"
"Vereda Barcelona Baja, Finca Calamar, Punto de censo 16","1","1","4.780833","-75.943056"
"Vereda Barcelona Baja, Finca Calamar, Punto de censo 17","1","1","4.781944","-75.954722"
"Vereda Barcelona Baja, Finca Calamar, Punto de censo 18","1","1","4.7725","-75.935833"
"Cali - Zoologico de Cali","1","1","3.448053","-76.558525"
"Vereda Barcelona Baja, Finca Calamar, Punto de censo 5","1","1","4.781944","-75.954722"
"Cali - Parque San Antonio","1","1","3.447282","-76.543915"
"(3,8801,-76,5374)","1","1","3.880083","-76.537384"
"(3,88, -76,347) Laguna de sonso","1","1","3.879684","-76.34682"
"Atuncela [=Atunsela]","1","1","3.668265","-76.67307"
"(3,879, -76,347)","1","1","3.878866","-76.346634"
"(3,8759,-76,4360)","1","1","3.875861","-76.43599"
"Cali - Dagua, Valle del Cauca, CO (3.519, -76.619)","1","1","3.519229","-76.619286"
"Cali - Dagua, Valle del Cauca, CO (3.518, -76.621)","1","1","3.517676","-76.621346"
"(3,633, -76,478)","1","1","3.632998","-76.478096"
"Vereda Combia","1","1","3.697506","-76.026245"
"Vereda El Carmen","1","1","3.389437","-76.61267"
"(3,6304,-76,1557) Las brisas","1","1","3.630423","-76.15567"
"Vereda El Cofre, Finca La Comarca","1","1","4.69625","-75.772444"
"Cali - Ciudad Jardin, Calle 12 No. 111-2","1","1","3.36096","-76.54234"
"Vereda El Diamante, Predio La Esmeralda","1","1","4.502051","-76.305484"
"Cali-La Buitrera/Yumbo, Valle del Cauca, CO (3.574, -76.546)","1","1","3.574119","-76.54635"
"Vereda el Janeiro, Reserva Costarica","1","1","3.86087","-76.19392"
"Vereda el Janeiro, Reserva Santelina","1","1","3.86087","-76.19392"
"Caicedonia","1","1","4.319866","-75.82814"
"Vereda El Naranjo, Finca El Naranjo, Punto de censo 15","1","1","4.922583","-76.032944"
"Cabañas de Carvajal-Vía La Esperanza.","1","1","3.470245","-76.634315"
"Vereda El Naranjo, Finca El Naranjo, Punto de censo 19","1","1","4.927","-76.034056"
"Vereda El Naranjo, Finca El Naranjo, Punto de censo 20","1","1","4.924667","-76.030167"
"Cabaña HG, Valle del Cauca, CO (3.473, -76.203)","1","1","3.47314","-76.20271"
"Vereda El Naranjo, Finca El Naranjo, Punto de censo 5","1","1","4.921667","-76.033"
"Vereda El Naranjo, Finca El Naranjo, Punto de censo 9","1","1","4.918306","-76.034139"
"Zona urbana","1","1","3.262494","-76.542323"
"Buga Centro_Valle del Cauca","1","1","3.895122","-76.30476"
"Buga-Ginebra, Valle del Cauca, CO (3.849, -76.237)El Porvenir- Corregimiento Monterrey","1","1","3.848612","-76.23743"
"Buga-Ginebra, Valle del Cauca, CO (3,826, -76,241)","1","1","3.825722","-76.24118"
"Vereda El Paraiso, Finca La Delia, Punto de censo 6","1","1","4.68","-75.798056"
"Buga-Ginebra","1","1","3.730164","-76.260254"
"Buga","1","1","3.890501","-76.28553"
"Buenos Aires, Vda. La Floresta, Ginebra","1","1","3.709535","-76.25347"
"Vereda El pato, Cali, Valle del Cauca, CO (3,328, -76,644)","1","1","3.327538","-76.644356"
"(3,614, -76,897)","1","1","3.61411","-76.89708"
"Vereda El pato, Valle del Cauca, CO (3,328, -76,644)","1","1","3.327537","-76.644135"
"Vereda El pato, Valle del Cauca, CO (3.332, -76.654)","1","1","3.331557","-76.653824"
"Buenaventura, Valle del Cauca, CO (3.846, -77.001)","1","1","3.846224","-77.00074"
"Vereda El Salado, Valle","1","1","3.561804","-76.71645"
"Vereda el silencio","1","1","3.455678","-76.47008"
"(3,578, -76,549)","1","1","3.578221","-76.549034"
"Buenaventura, Valle del Cauca, CO (3.792, -76.991)","1","1","3.792266","-76.99058"
"Buenaventura, Valle del Cauca, CO (3.552, -76.759)","1","1","3.552437","-76.758675"
"Vereda La Cabaña, Finca Familia Herrera, Punto de censo 14","1","1","4.90325","-76.032722"
"Vereda La Cabaña, Finca Familia Herrera, Punto de censo 15","1","1","4.901444","-76.028556"
"Vereda La Cabaña, Finca Familia Herrera, Punto de censo 4","1","1","4.901861","-76.026917"
"Vereda La Cabaña, Finca Familia Herrera, Punto de censo 5","1","1","4.900222","-76.026583"
"Vereda La Cabaña, Finca Familia Herrera, Punto de censo 9","1","1","4.901417","-76.027861"
"Buenaventura, Valle del Cauca, CO (3.537, -76.755)","1","1","3.537429","-76.75522"
"Vereda la estrella, Alcalá, valle","1","1","4.686111","-75.813614"
"Vereda La Estrella, Bosque del municipio, Punto de censo 1","1","1","4.812778","-76.202222"
"Vereda La Estrella, Bosque del municipio, Punto de censo 10","1","1","4.833611","-76.172222"
"Vereda La Estrella, Bosque del municipio, Punto de censo 13","1","1","4.812778","-76.202222"
"Vereda La Estrella, Bosque del municipio, Punto de censo 14","1","1","4.8175","-76.185833"
"Vereda La Estrella, Bosque del municipio, Punto de censo 7","1","1","4.812778","-76.202222"
"Vereda La Estrella, Bosque del municipio, Punto de censo 8","1","1","4.8175","-76.185833"
"Buenaventura, Valle del Cauca, CO (3.533, -76.751)","1","1","3.532832","-76.75087"
"Buenaventura, Valle del Cauca, CO (3.528, -76.718)","1","1","3.527758","-76.717514"
"Vereda La Gloria, Reserva Natural","1","1","3.853786","-76.97761"
"Vereda La Hondura, Punto de censo 1","1","1","4.817778","-76.2075"
"Vereda La Olga, Valle del Cauca, CO (3,544, -76,568)","1","1","3.543629","-76.56791"
"Buenaventura, Valle del Cauca, CO (3.526, -76.733)","1","1","3.526255","-76.73275"
"Buenaventura, Valle del Cauca, CO (3,831, -76,978)","1","1","3.831217","-76.977844"
"Vereda La Unión, Finca San Fernando, Punto de censo 1","1","1","4.749167","-75.989167"
"Vereda La Union, Finca San Fernando, Punto de censo 11","1","1","4.739444","-75.963056"
"Vereda La Union, Finca San Fernando, Punto de censo 14","1","1","4.755278","-75.928056"
"Vereda La Union, Finca San Fernando, Punto de censo 18","1","1","4.739444","-75.963056"
"Vereda La Union, Finca San Fernando, Punto de censo 23","1","1","4.741944","-75.937222"
"Vereda La Union, Finca San Fernando, Punto de censo 24","1","1","4.755278","-75.928056"
"Vereda La Union, Finca San Fernando, Punto de censo 25","1","1","4.736667","-75.977778"
"Vereda La Union, Finca San Fernando, Punto de censo 26","1","1","4.741667","-75.981944"
"Vereda La Union, Finca San Fernando, Punto de censo 3","1","1","4.736667","-75.977778"
"Vereda La Union, Finca San Fernando, Punto de censo 5","1","1","4.7375","-75.963056"
"Vereda La Union, Finca San Fernando, Punto de censo 6","1","1","4.741944","-75.937222"
"Vereda La Union, Finca San Fernando, Punto de censo 7","1","1","4.755278","-75.928056"
"Vereda La Union, Finca San Fernando, Punto de censo 9","1","1","4.755278","-75.928056"
"(3,54, -76,147)","1","1","3.540176","-76.14726"
"Vereda Mira Valle","1","1","4.057135","-76.39557"
"Vereda Pinares, Finca El palcer, Punto de censo 3","1","1","4.784167","-75.933889"
"Buenaventura - Cordoba, Valle del Cauca, CO (3.879, -76.939)","1","1","3.879181","-76.938774"
"Buena Vista, Valle Del Cauca","1","1","4.474402","-76.15819"
"Auto selected 3.35502, -76.55689","1","1","3.355021","-76.556885"
"Bosques Del Saman Alcalá","1","1","4.660351","-75.73888"
"Vereda Remolinos.","1","1","3.92847","-76.47431"
"(3,5189,-76,6199)","1","1","3.518866","-76.61986"
"Bosque Urbano Loma de la Cruz","1","1","3.442891","-76.53724"
"Bosque Urbano La Flora","1","1","3.484767","-76.522896"
"Bosque Urbano Altos de Santa Helena 98176 Calle 3, Valle del Cauca, CO (3.367, -76.553)","1","1","3.36744","-76.552765"
"Auto selected 3.35508, -76.55699","1","1","3.355075","-76.55699"
"Auto selected 3.35515, -76.55692","1","1","3.355147","-76.556915"
"Vereda Tanques, Finca Guayabo, Punto de censo 13","1","1","4.727222","-75.868889"
"Vereda Tanques, Finca Guayabo, Punto de censo 14","1","1","4.717778","-75.878611"
"BOSQUE MUNICIPAL - PALMIRA VALLE","1","1","3.526593","-76.286766"
"Vereda Tanques, Finca Guayabo, Punto de censo 17","1","1","4.7325","-75.895833"
"Vereda Tanques, Finca Guayabo, Punto de censo 18","1","1","4.727222","-75.868889"
"Bosque La Cancana","1","1","4.782745","-76.209145"
"Auto selected 3.47666, -76.17988","1","1","3.476659","-76.17988"
"Vereda Tanques, Finca Guayabo, Punto de censo 7","1","1","4.7325","-75.895833"
"Vereda Tanques, Finca Guayabo, Punto de censo 9","1","1","4.717778","-75.878611"
"Bosque de San Antonio, finca El Líbano","1","1","3.500003","-76.633408"
"Vereda Villa Rosa, Finca La Hacienda, Punto de censo 14","1","1","4.803889","-76.163611"
"Bosque De Niebla","1","1","3.481973","-76.60409"
"Bosque de Niebla","1","1","3.52997","-76.6125"
"versalles","1","1","4.573883","-76.2022"
"Bosque de El Medio","1","1","4.336569","-76.08277"
"Vía a Belen, Valle del Cauca, CO (3.553, -76.278)","1","1","3.553145","-76.27778"
"#8-09 Calle 7, El Placer, Valle del Cauca, CO (3.613, -76.274)","1","1","3.61349","-76.27386"
"Bosque Colibri","1","1","3.390212","-76.60945"
"Vía a El Carmen, Valle del Cauca, CO (3,542, -76,648)","1","1","3.542095","-76.64845"
"Bosque","1","1","3.887325","-76.628973"
"Vía a Felidia, Valle del Cauca, CO","1","1","3.482078","-76.60728"
"Bolívar-Primavera, Valle del Cauca, CO (4,341, -76,246)","1","1","4.34055","-76.246"
"Via a La Elvira, Valle del Cauca, CO (3.521, -76.619)","1","1","3.520726","-76.618515"
"#53a-34 Carrera 83D, Cali, Valle del Cauca, CO (3.384, -76.511)","1","1","3.38395","-76.511375"
"#53A-33 Carrera 83E, Cali, Valle del Cauca, CO (3.381, -76.51)","1","1","3.381468","-76.50999"
"bochalema","1","1","3.354457","-76.50853"
"Bocas del San Juan, Buenaventura CO-Valle del Cauca 3.93736, -77.36265","1","1","3.937361","-77.36265"
"#44-67 Carrera 106, Cali, Valle del Cauca, CO (3,361, -76,517)","1","1","3.361339","-76.51718"
"Via a Medio Dapa","1","1","3.548352","-76.54"
"Via a Núcleo A Loma Larga, Jamundí CO-Valle Del Cauca 3.31998, -76.57832","1","1","3.319985","-76.57832"
"Vía a Venecia, Valle del Cauca, CO (4,19, -76,36)","1","1","4.190485","-76.36048"
"Vía Agua Clara, CO (3.672, -76.959)","1","1","3.671882","-76.958954"
"Bitaco, W. slope of Colombia","1","1","4.49444","-76.35123"
"#4-93 Calle 1, Cali, Valle del Cauca, CO (3,448, -76,542)","1","1","3.447841","-76.54158"
"Vía al Boleo, Valle del Cauca, CO (3.956, -76.474)","1","1","3.9555","-76.47428"
"Bitaco, Valle","1","1","3.5573","-76.5747"
"Vía al Parque Natural AUA, Valle del Cauca, CO (3.885, -76.176)","1","1","3.884538","-76.17638"
"Vía Al Topacio Cvc, Valle del Cauca, CO (3.325, -76.631)","1","1","3.324747","-76.63095"
"Vía Alterna Interna","1","1","3.887526","-77.02675"
"Biocanto, La Candelaria, Valle del Cauca, CO (3,375, -76,625)","1","1","3.374832","-76.62485"
"Via Bitaco Puente Palo, Bitaco, Valle del Cauca, CO (3,611, -76,599)","1","1","3.610758","-76.59875"
"Bellavista Valle del Cauca, CO (3.212, -76.673)","1","1","3.212187","-76.67299"
"Bazan-Bocana","1","1","3.832254","-77.182816"
"Via Cali - Dagua, Cali CO-Valle Del Cauca 3.50435, -76.61937","1","1","3.50435","-76.61937"
"Vía Cali Palmira, Valle del Cauca, CO (3,507, -76,414)","1","1","3.50663","-76.414085"
"Via Dapa - La Olga, Yumbo CO-Valle del Cauca (3.5523,-76.5695)","1","1","3.552287","-76.5695"
"#16b-0 Carrera 117, Cali, Valle del Cauca, CO (3.351, -76.532)","1","1","3.351283","-76.53176"
"Vía El 30 - El Descanso","1","1","3.574501","-76.68882"
"Via El Castillo, Valle del Cauca, CO (3.664, -76.193)","1","1","3.664286","-76.193146"
"Barrio Lleras","1","1","3.417441","-76.525108"
